Date,Open,High,Low,Close,Volume,Ticker
2016-10-23 23:06:30.121375,40.08791808259361,40.33513049845811,39.74201069042237,40.0,3272674.0,AUTO
2016-10-24 23:06:30.121375,40.82940090766045,40.82940090766045,40.468214877106526,40.553269771605315,1047812.0,AUTO
2016-10-25 23:06:30.121375,40.94442163175752,41.577680007047206,40.696116365204375,41.05885601220871,2866672.0,AUTO
2016-10-26 23:06:30.121375,42.79000669316079,43.05099496238037,42.79000669316079,42.972528870357216,523056.0,AUTO
2016-10-27 23:06:30.121375,43.770035318458035,43.8236968747064,43.69564446295323,43.78594932782838,3998169.0,AUTO
2016-10-28 23:06:30.121375,43.68150408552385,44.05711384929497,43.68150408552385,43.81904612825533,4247755.0,AUTO
2016-10-29 23:06:30.121375,43.67955962429832,43.78325837813071,43.22321301933046,43.64336026045324,2789039.0,AUTO
2016-10-30 23:06:30.121375,42.82677017975702,42.984286450785476,42.36262823124819,42.64926056058608,1722449.0,AUTO
2016-10-31 23:06:30.121375,41.65227589406455,42.09188216907798,41.65227589406455,41.91331250063691,1800454.0,AUTO
2016-11-01 23:06:30.121375,41.517974442815614,41.734272863120744,41.117623077985854,41.35635706586707,4332715.0,AUTO
2016-11-02 23:06:30.121375,40.58797750139766,40.982873205723585,40.385561430235555,40.43804116790767,3024621.0,AUTO
2016-11-03 23:06:30.121375,40.094870781264845,40.220977202926306,40.07218958321686,40.07895793048655,1444955.0,AUTO
2016-11-04 23:06:30.121375,39.15125620248513,39.15125620248513,38.75762975785199,38.90472081864186,196885.0,AUTO
2016-11-05 23:06:30.121375,38.974066417584076,38.974066417584076,38.45144174102746,38.532992545431995,1829442.0,AUTO
2016-11-06 23:06:30.121375,38.28089057558462,38.28089057558462,37.916802923196016,38.00762893313881,1411635.0,AUTO
2016-11-07 23:06:30.121375,37.42362339416522,37.95922132679388,37.385453899218774,37.67561086806621,4087878.0,AUTO
2016-11-08 23:06:30.121375,37.764447682544755,37.764447682544755,37.36982234583292,37.53712626971292,4383152.0,AUTO
2016-11-09 23:06:30.121375,38.178568894131196,38.223295362330106,37.47852661390722,37.96966556925997,3300456.0,AUTO
2016-11-10 23:06:30.121375,39.61453181110089,40.118501558969406,39.29046261892983,39.52853283984462,1298223.0,AUTO
2016-11-11 23:06:30.121375,39.55031261992282,39.65841298063222,39.1388899824839,39.45752911225418,1799168.0,AUTO
2016-11-12 23:06:30.121375,39.043309548408736,39.34376501708539,39.009068079557515,39.14338589096404,195766.0,AUTO
2016-11-13 23:06:30.121375,40.38173890615003,40.38173890615003,40.10858206994411,40.22656965222902,4905588.0,AUTO
2016-11-14 23:06:30.121375,40.96072815096661,41.18952629144541,40.61048971461862,41.118686697712626,469638.0,AUTO
2016-11-15 23:06:30.121375,41.06641108217494,41.06641108217494,40.518762619188045,40.92073643631169,3978691.0,AUTO
2016-11-16 23:06:30.121375,38.52533009247435,38.52533009247435,38.08391322082677,38.25950027512477,1671211.0,AUTO
2016-11-17 23:06:30.121375,37.97836831325012,38.096682896532805,37.58089871699652,38.08829480762317,1294888.0,AUTO
2016-11-18 23:06:30.121375,39.11099054066294,39.21614921567936,38.848539063589854,38.91450808568378,100162.0,AUTO
2016-11-19 23:06:30.121375,38.24166560590492,38.517801272943565,38.10481358315562,38.14016008283937,1768526.0,AUTO
2016-11-20 23:06:30.121375,37.15586780335025,37.15586780335025,36.837894847159546,36.86448783480016,4607990.0,AUTO
2016-11-21 23:06:30.121375,36.89602200958098,37.084796403844024,36.82138293903334,37.02402481044681,3196284.0,AUTO
2016-11-22 23:06:30.121375,37.375410753914366,37.62575505553729,37.33351938222239,37.500541851916175,2157661.0,AUTO
2016-11-23 23:06:30.121375,37.178770289479935,37.68135826261319,37.03058651917928,37.34075404521913,1608486.0,AUTO
2016-11-24 23:06:30.121375,38.003004893056165,38.03394803068475,37.65531615192646,37.9029227070964,2138647.0,AUTO
2016-11-25 23:06:30.121375,37.85664180052828,38.24168956274013,37.311893143771464,38.02325515322845,3983864.0,AUTO
2016-11-26 23:06:30.121375,37.34949002835525,37.34949002835525,36.89129505679337,37.07945804183099,559426.0,AUTO
2016-11-27 23:06:30.121375,37.18730054976547,37.3968826099303,36.795187372041916,37.07470747735881,4762534.0,AUTO
2016-11-28 23:06:30.121375,36.65695032369649,37.13208831199678,36.65695032369649,36.93452619333115,2428753.0,AUTO
2016-11-29 23:06:30.121375,35.61333385331,35.79683487962015,35.49666866522722,35.78439960716024,1247059.0,AUTO
2016-11-30 23:06:30.121375,35.918310905327,36.08969264953814,35.885385482551555,36.04940053489308,1014766.0,AUTO
2016-12-01 23:06:30.121375,35.537101444775416,35.78822391747745,35.194825240114135,35.54465591560601,3294805.0,AUTO
2016-12-02 23:06:30.121375,35.143885803554184,35.18756948847981,34.60384375564635,34.87805492654238,4554046.0,AUTO
2016-12-03 23:06:30.121375,35.62524518614052,35.884282901550144,35.56382972352726,35.581515614003365,3091861.0,AUTO
2016-12-04 23:06:30.121375,35.98847484852992,36.04282635427008,35.95941480629825,35.99971234015501,4998473.0,AUTO
2016-12-05 23:06:30.121375,37.22264229468951,37.56520413730604,37.064238743468806,37.28415488869077,3626472.0,AUTO
2016-12-06 23:06:30.121375,39.38360781985988,39.74386536179632,39.102275109135945,39.16862370850742,4296866.0,AUTO
2016-12-07 23:06:30.121375,38.87387717829911,38.99959873761673,38.61482603738233,38.98389160609669,2354452.0,AUTO
2016-12-08 23:06:30.121375,38.82934591645834,39.031101239299815,38.80469824395201,38.813158869488134,3897538.0,AUTO
2016-12-09 23:06:30.121375,38.20244963608317,38.700262927020916,38.145516748686,38.45908062583921,452873.0,AUTO
2016-12-10 23:06:30.121375,39.2247949204039,39.50173789095986,39.151668248228965,39.27155503027319,4116514.0,AUTO
2016-12-11 23:06:30.121375,38.99241504035475,39.69413507151011,38.99241504035475,39.180475236232155,2427824.0,AUTO
2016-12-12 23:06:30.121375,39.94393438203536,40.2613318173437,39.909912421998456,40.09321413644264,2662649.0,AUTO
2016-12-13 23:06:30.121375,39.7275045419226,40.11397553742774,39.53942160199737,39.907271647519245,1624558.0,AUTO
2016-12-14 23:06:30.121375,39.61935249589624,39.86277616675348,39.33250291598174,39.681239220392996,609915.0,AUTO
